Addr1,Addr2,Addr3,Addr4,Addr5
火山军,火山军,河东路,宋朝,
宁化军,河东路,宋朝,,
宁化军,宁化军,河东路,宋朝,
岢岚军,河东路,宋朝,,
岢岚军,岢岚军,河东路,宋朝,
岚谷,岢岚军,河东路,宋朝,
平定军,河东路,宋朝,,
平定军,平定军,河东路,宋朝,
平定,平定军,河东路,宋朝,
乐平,平定军,河东路,宋朝,
辽山,平定军,河东路,宋朝,
威胜军,河东路,宋朝,,
武乡,威胜军,河东路,宋朝,
沁源,威胜军,河东路,宋朝,
绵上,威胜军,河东路,宋朝,
铜鞮,威胜军,河东路,宋朝,
丰州,河东路,宋朝,,
丰州,丰州,河东路,宋朝,
天德军节度,丰州,河东路,宋朝,
石州,河东路,宋朝,,
离石,石州,河东路,宋朝,
平夷,石州,河东路,宋朝,
方山,石州,河东路,宋朝,
定胡,石州,河东路,宋朝,
临泉,石州,河东路,宋朝,
岚州,河东路,宋朝,,
宜芳,岚州,河东路,宋朝,
楼烦,岚州,河东路,宋朝,
宁化,岚州,河东路,宋朝,
合河,岚州,河东路,宋朝,
岚谷,岚州,河东路,宋朝,
静乐,岚州,河东路,宋朝,
泽州,河东路,宋朝,,
晋城,泽州,河东路,宋朝,
高平,泽州,河东路,宋朝,
阳城,泽州,河东路,宋朝,
端氏,泽州,河东路,宋朝,
陵川,泽州,河东路,宋朝,
沁水,泽州,河东路,宋朝,
汾州,河东路,宋朝,,
西河,汾州,河东路,宋朝,
平遥,汾州,河东路,宋朝,
介休,汾州,河东路,宋朝,
孝义,汾州,河东路,宋朝,
灵石,汾州,河东路,宋朝,
忻州,河东路,宋朝,,
定襄,忻州,河东路,宋朝,
秀容,忻州,河东路,宋朝,
隰州,河东路,宋朝,,
隰川,隰州,河东路,宋朝,
温泉,隰州,河东路,宋朝,
蒲县,隰州,河东路,宋朝,
大宁,隰州,河东路,宋朝,
石楼,隰州,河东路,宋朝,
永和,隰州,河东路,宋朝,
吉乡,隰州,河东路,宋朝,
代州,河东路,宋朝,,
鴈门,代州,河东路,宋朝,
崞县,代州,河东路,宋朝,
五台,代州,河东路,宋朝,
繁畤,代州,河东路,宋朝,
唐林,代州,河东路,宋朝,
绛州,河东路,宋朝,,
正平,绛州,河东路,宋朝,
曲沃,绛州,河东路,宋朝,
翼城,绛州,河东路,宋朝,
绛县,绛州,河东路,宋朝,
垣曲,绛州,河东路,宋朝,
太平,绛州,河东路,宋朝,
稷山,绛州,河东路,宋朝,
麟州,河东路,宋朝,,
新秦,麟州,河东路,宋朝,
银城,麟州,河东路,宋朝,
连谷,麟州,河东路,宋朝,
建宁军节度,麟州,河东路,宋朝,
镇西军节度,麟州,河东路,宋朝,
府州,河东路,宋朝,,
永安军节度,府州,河东路,宋朝,
府谷,府州,河东路,宋朝,
平阳府,河东路,宋朝,,
建雄军节度,平阳府,河东路,宋朝,
建雄军节度,平阳府,河东路,宋朝,
隆德府,河东路,宋朝,,
昭义军节度,隆德府,河东路,宋朝,
昭德军节度,隆德府,河东路,宋朝,
并州,河东路,宋朝,,
阳曲,并州,河东路,宋朝,
太谷,并州,河东路,宋朝,
榆次,并州,河东路,宋朝,
寿阳,并州,河东路,宋朝,
盂县,并州,河东路,宋朝,
文水,并州,河东路,宋朝,
祁县,并州,河东路,宋朝,
清源,并州,河东路,宋朝,
广阳军,并州,河东路,宋朝,
交城,并州,河东路,宋朝,
平晋,并州,河东路,宋朝,
乐平,并州,河东路,宋朝,
秦凤路,宋朝,,,
仪州,秦凤路,宋朝,,
安化,仪州,秦凤路,宋朝,
崇信,仪州,秦凤路,宋朝,
华亭,仪州,秦凤路,宋朝,
乐州,秦凤路,宋朝,,
向德军节度,乐州,秦凤路,宋朝,
向德军节度,乐州,秦凤路,宋朝,
通远军,秦凤路,宋朝,,
通远,通远军,秦凤路,宋朝,
陇西,通远军,秦凤路,宋朝,
永宁,通远军,秦凤路,宋朝,
宁远,通远军,秦凤路,宋朝,
宁远,通远军,秦凤路,宋朝,
熙州,秦凤路,宋朝,,
镇洮军节度,熙州,秦凤路,宋朝,
狄道,熙州,秦凤路,宋朝,
湟州,秦凤路,宋朝,,
阶州,秦凤路,宋朝,,
福津,阶州,秦凤路,宋朝,
将利,阶州,秦凤路,宋朝,
凤州,秦凤路,宋朝,,
两当,凤州,秦凤路,宋朝,
梁泉,凤州,秦凤路,宋朝,
河池,凤州,秦凤路,宋朝,
成州,秦凤路,宋朝,,
栗亭,成州,秦凤路,宋朝,
天水,成州,秦凤路,宋朝,
同谷,成州,秦凤路,宋朝,
北天水,成州,秦凤路,宋朝,
南天水,成州,秦凤路,宋朝,
西安州,秦凤路,宋朝,,
西安州,西安州,秦凤路,宋朝,
怀德军,秦凤路,宋朝,,
怀德军,怀德军,秦凤路,宋朝,
会州,秦凤路,宋朝,,
会州,会州,秦凤路,宋朝,
敷川,会州,秦凤路,宋朝,
义州,秦凤路,宋朝,,
安化,义州,秦凤路,宋朝,
崇信,义州,秦凤路,宋朝,
华亭,义州,秦凤路,宋朝,
崇信军,秦凤路,宋朝,,
崇信军,崇信军,秦凤路,宋朝,
震武军,秦凤路,宋朝,,
震武军,震武军,秦凤路,宋朝,
廓州,秦凤路,宋朝,,
廓州,廓州,秦凤路,宋朝,
洮州,秦凤路,宋朝,,
洮州,洮州,秦凤路,宋朝,
保顺军节度,洮州,秦凤路,宋朝,
积石州,秦凤路,宋朝,,
西宁州,秦凤路,宋朝,,
西宁州,西宁州,秦凤路,宋朝,
巩州,秦凤路,宋朝,,
德顺军,秦凤路,宋朝,,
德顺军,德顺军,秦凤路,宋朝,
水洛城,德顺军,德顺军,秦凤路,宋朝
陇干,德顺军,秦凤路,宋朝,
镇戎军,秦凤路,宋朝,,
镇戎军,镇戎军,秦凤路,宋朝,
兰州,秦凤路,宋朝,,
兰州,兰州,秦凤路,宋朝,
兰泉,兰州,秦凤路,宋朝,
河州,秦凤路,宋朝,,
抱罕,河州,秦凤路,宋朝,
河州,河州,秦凤路,宋朝,
河县,河州,秦凤路,宋朝,
原州,秦凤路,宋朝,,
临泾,原州,秦凤路,宋朝,
平高,原州,秦凤路,宋朝,
彭阳,原州,秦凤路,宋朝,
渭州,秦凤路,宋朝,,
华亭,渭州,秦凤路,宋朝,
平凉,渭州,秦凤路,宋朝,
崇信,渭州,秦凤路,宋朝,
安化,渭州,秦凤路,宋朝,
平凉军节度,渭州,秦凤路,宋朝,
潘原,渭州,秦凤路,宋朝,
岷州,秦凤路,宋朝,,
岷州,岷州,秦凤路,宋朝,
大潭,岷州,秦凤路,宋朝,
祐川,岷州,秦凤路,宋朝,
长道,岷州,秦凤路,宋朝,
陇州,秦凤路,宋朝,,
汧源,陇州,秦凤路,宋朝,
吴山,陇州,秦凤路,宋朝,
陇安,陇州,秦凤路,宋朝,
汧阳,陇州,秦凤路,宋朝,
泾州,秦凤路,宋朝,,
长武,泾州,秦凤路,宋朝,
保定,泾州,秦凤路,宋朝,
彰化军节度,泾州,秦凤路,宋朝,
彰义军节度,泾州,秦凤路,宋朝,
良原,泾州,秦凤路,宋朝,
灵台,泾州,秦凤路,宋朝,
秦州,秦凤路,宋朝,,
长道,秦州,秦凤路,宋朝,
成纪,秦州,秦凤路,宋朝,
天水,秦州,秦凤路,宋朝,
大潭,秦州,秦凤路,宋朝,
雄武军节度,秦州,秦凤路,宋朝,
堡川城,秦州,秦凤路,宋朝,
甘谷城,秦州,秦凤路,宋朝,
伏羌城,秦州,秦凤路,宋朝,
清水,秦州,秦凤路,宋朝,
陇城,秦州,秦凤路,宋朝,
凤翔府,秦凤路,宋朝,,
崇信,凤翔府,秦凤路,宋朝,
好畤,凤翔府,秦凤路,宋朝,
凤翔军节度,凤翔府,秦凤路,宋朝,
岐山,凤翔府,秦凤路,宋朝,
普润,凤翔府,秦凤路,宋朝,
麟游,凤翔府,秦凤路,宋朝,
虢县,凤翔府,秦凤路,宋朝,
宝鸡,凤翔府,秦凤路,宋朝,
郿县,凤翔府,秦凤路,宋朝,
盩厔,凤翔府,秦凤路,宋朝,
扶风,凤翔府,秦凤路,宋朝,
天兴,凤翔府,秦凤路,宋朝,
永兴路,宋朝,,,
京兆府,永兴路,宋朝,,
永兴军节度,京兆府,永兴路,宋朝,
醴泉,京兆府,永兴路,宋朝,
武功,京兆府,永兴路,宋朝,
奉天,京兆府,永兴路,宋朝,
奉先,京兆府,永兴路,宋朝,
京兆郡,京兆府,永兴路,宋朝,
终南,京兆府,永兴路,宋朝,
干祐,京兆府,永兴路,宋朝,
临潼,京兆府,永兴路,宋朝,
昭应,京兆府,永兴路,宋朝,
兴平,京兆府,永兴路,宋朝,
高陵,京兆府,永兴路,宋朝,
栎阳,京兆府,永兴路,宋朝,
泾阳,京兆府,永兴路,宋朝,
咸阳,京兆府,永兴路,宋朝,
蓝田,京兆府,永兴路,宋朝,
鄠县,京兆府,永兴路,宋朝,
樊川,京兆府,永兴路,宋朝,
万年,京兆府,永兴路,宋朝,
长安,京兆府,永兴路,宋朝,
河中府,永兴路,宋朝,,
河西,河中府,永兴路,宋朝,
河东,河中府,永兴路,宋朝,
护国军节度,河中府,永兴路,宋朝,
庆成军,河中府,永兴路,宋朝,
荣河,河中府,永兴路,宋朝,
宝鼎,河中府,永兴路,宋朝,
龙门,河中府,永兴路,宋朝,
万泉,河中府,永兴路,宋朝,
虞乡,河中府,永兴路,宋朝,
猗氏,河中府,永兴路,宋朝,
临晋,河中府,永兴路,宋朝,
永乐,河中府,永兴路,宋朝,
陕州,永兴路,宋朝,,
保义军节度,陕州,永兴路,宋朝,
陕县,陕州,永兴路,宋朝,
阌乡,陕州,永兴路,宋朝,
硖石,陕州,永兴路,宋朝,
湖城,陕州,永兴路,宋朝,
陕州节度,陕州,永兴路,宋朝,
保平军节度,陕州,永兴路,宋朝,
芮城,陕州,永兴路,宋朝,
灵宝,陕州,永兴路,宋朝,
夏县,陕州,永兴路,宋朝,
平陆,陕州,永兴路,宋朝,
陜县,陕州,永兴路,宋朝,
陜县,陕州,永兴路,宋朝,
延安府,永兴路,宋朝,,
彰武军节度,延安府,永兴路,宋朝,
同州,永兴路,宋朝,,
蒲城,同州,永兴路,宋朝,
奉先,同州,永兴路,宋朝,
定国军节度,同州,永兴路,宋朝,
韩城,同州,永兴路,宋朝,
白水,同州,永兴路,宋朝,
夏阳,同州,永兴路,宋朝,
郃阳,同州,永兴路,宋朝,
朝邑,同州,永兴路,宋朝,
澄城,同州,永兴路,宋朝,
冯翊,同州,永兴路,宋朝,
华州,永兴路,宋朝,,
郑县,华州,永兴路,宋朝,
蒲城,华州,永兴路,宋朝,
渭南,华州,永兴路,宋朝,
镇潼军节度,华州,永兴路,宋朝,
镇国军节度,华州,永兴路,宋朝,
镇国军节度,华州,永兴路,宋朝,
渭南,华州,永兴路,宋朝,
华阴,华州,永兴路,宋朝,
下邽,华州,永兴路,宋朝,
耀州,永兴路,宋朝,,
淳化,耀州,永兴路,宋朝,
感义军节度,耀州,永兴路,宋朝,
感德军节度,耀州,永兴路,宋朝,
美原,耀州,永兴路,宋朝,
同官,耀州,永兴路,宋朝,
云阳,耀州,永兴路,宋朝,
三原,耀州,永兴路,宋朝,
富平,耀州,永兴路,宋朝,
华原,耀州,永兴路,宋朝,
邠州,永兴路,宋朝,,
淳化,邠州,永兴路,宋朝,
永寿,邠州,永兴路,宋朝,
定平,邠州,永兴路,宋朝,
静难军节度,邠州,永兴路,宋朝,
三水,邠州,永兴路,宋朝,
宜禄,邠州,永兴路,宋朝,
新平,邠州,永兴路,宋朝,
鄜州,永兴路,宋朝,,
保大军节度,鄜州,永兴路,宋朝,
三川,鄜州,永兴路,宋朝,
直罗,鄜州,永兴路,宋朝,
鄜城,鄜州,永兴路,宋朝,
洛川,鄜州,永兴路,宋朝,
洛交,鄜州,永兴路,宋朝,
解州,永兴路,宋朝,,
安邑,解州,永兴路,宋朝,
闻喜,解州,永兴路,宋朝,
解县,解州,永兴路,宋朝,
庆阳府,永兴路,宋朝,,
虢州,永兴路,宋朝,,
阌乡,虢州,永兴路,宋朝,
硖石,虢州,永兴路,宋朝,
卢氏,虢州,永兴路,宋朝,
湖城,虢州,永兴路,宋朝,
朱阳,虢州,永兴路,宋朝,
玉城,虢州,永兴路,宋朝,
栾川,虢州,永兴路,宋朝,
虢略,虢州,永兴路,宋朝,
常农,虢州,永兴路,宋朝,
商州,永兴路,宋朝,,
上洛,商州,永兴路,宋朝,
商洛,商州,永兴路,宋朝,
洛南,商州,永兴路,宋朝,
丰阳,商州,永兴路,宋朝,
上津,商州,永兴路,宋朝,
宁州,永兴路,宋朝,,
襄乐,宁州,永兴路,宋朝,
真宁,宁州,永兴路,宋朝,
丰义,宁州,永兴路,宋朝,
定平,宁州,永兴路,宋朝,
彭原,宁州,永兴路,宋朝,
彭阳,宁州,永兴路,宋朝,
定安,宁州,永兴路,宋朝,
兴宁军节度,宁州,永兴路,宋朝,
坊州,永兴路,宋朝,,
中部,坊州,永兴路,宋朝,
宜君,坊州,永兴路,宋朝,
升平,坊州,永兴路,宋朝,
丹州,永兴路,宋朝,,
义川,丹州,永兴路,宋朝,
宜川,丹州,永兴路,宋朝,
咸宁,丹州,永兴路,宋朝,
汾川,丹州,永兴路,宋朝,
云岩,丹州,永兴路,宋朝,
保安军,永兴路,宋朝,,
肤施,保安军,永兴路,宋朝,
干州,永兴路,宋朝,,
奉天,干州,永兴路,宋朝,
好畤,干州,永兴路,宋朝,
永寿,干州,永兴路,宋朝,
醴州,永兴路,宋朝,,
奉天,醴州,永兴路,宋朝,
好畤,醴州,永兴路,宋朝,
彭原,醴州,永兴路,宋朝,
武功,醴州,永兴路,宋朝,
永寿,醴州,永兴路,宋朝,
醴泉,醴州,永兴路,宋朝,
银川城,永兴路,宋朝,,
定边军,永兴路,宋朝,,
定边军,定边军,永兴路,宋朝,
定边,定边军,永兴路,宋朝,
绥德城,永兴路,宋朝,,
义合寨,绥德城,永兴路,宋朝,
浮图寨,绥德城,永兴路,宋朝,
克戎寨,绥德城,永兴路,宋朝,
怀宁寨,绥德城,永兴路,宋朝,
顺安寨,绥德城,永兴路,宋朝,
绥平寨,绥德城,永兴路,宋朝,
暖泉寨,绥德城,永兴路,宋朝,
开光堡,绥德城,永兴路,宋朝,
临夏寨,绥德城,永兴路,宋朝,
永宁关,绥德城,永兴路,宋朝,
白草寨,绥德城,永兴路,宋朝,
米脂寨,绥德城,永兴路,宋朝,
青涧城,绥德城,永兴路,宋朝,
银州,永兴路,宋朝,,
银川城,银州,永兴路,宋朝,
银川城,银州,永兴路,宋朝,
银川城,银州,永兴路,宋朝,
延州,永兴路,宋朝,,
青涧城,延州,永兴路,宋朝,
肤施,延州,永兴路,宋朝,
绥德城,延州,永兴路,宋朝,
义合寨,绥德城,延州,永兴路,宋朝
浮图寨,绥德城,延州,永兴路,宋朝
克戎寨,绥德城,延州,永兴路,宋朝
怀宁寨,绥德城,延州,永兴路,宋朝
顺安寨,绥德城,延州,永兴路,宋朝
绥平寨,绥德城,延州,永兴路,宋朝
暖泉寨,绥德城,延州,永兴路,宋朝
开光堡,绥德城,延州,永兴路,宋朝
临夏寨,绥德城,延州,永兴路,宋朝
永宁关,绥德城,延州,永兴路,宋朝
白草寨,绥德城,延州,永兴路,宋朝
米脂寨,绥德城,延州,永兴路,宋朝
青涧城,绥德城,延州,永兴路,宋朝
延川,延州,永兴路,宋朝,
甘泉,延州,永兴路,宋朝,
敷政,延州,永兴路,宋朝,
临真,延州,永兴路,宋朝,
门山,延州,永兴路,宋朝,
延长,延州,永兴路,宋朝,
延水,延州,永兴路,宋朝,
金明,延州,永兴路,宋朝,
丰林,延州,永兴路,宋朝,
庆州,永兴路,宋朝,,
彭原,庆州,永兴路,宋朝,
安化,庆州,永兴路,宋朝,
华池,庆州,永兴路,宋朝,
乐蟠,庆州,永兴路,宋朝,
同川,庆州,永兴路,宋朝,
合水,庆州,永兴路,宋朝,
顺化,庆州,永兴路,宋朝,
环州,永兴路,宋朝,,
通远军,永兴路,宋朝,,
通远,通远军,永兴路,宋朝,
陇西,通远军,永兴路,宋朝,
永宁,通远军,永兴路,宋朝,
宁远,通远军,永兴路,宋朝,
宁远,通远军,永兴路,宋朝,
陕西路,宋朝,,,
陕西永兴,陕西路,宋朝,,
陕西陕西,陕西路,宋朝,,
陕西秦风,陕西路,宋朝,,
陕西泾原,陕西路,宋朝,,
陕西环庆,陕西路,宋朝,,
陕西鹿延,陕西路,宋朝,,
陕西熙河,陕西路,宋朝,,
陕西河南,陕西路,宋朝,,
陕西河北,陕西路,宋朝,,
灵州,陕西路,宋朝,,
回乐,灵州,陕西路,宋朝,
燕山府路,宋朝,,,
燕山府,燕山府路,宋朝,,
析津,燕山府,燕山府路,宋朝,
宛平,燕山府,燕山府路,宋朝,
昌平,燕山府,燕山府路,宋朝,
良乡,燕山府,燕山府路,宋朝,
潞县,燕山府,燕山府路,宋朝,
安次,燕山府,燕山府路,宋朝,
武清,燕山府,燕山府路,宋朝,
香河,燕山府,燕山府路,宋朝,
玉河,燕山府,燕山府路,宋朝,
漷阴,燕山府,燕山府路,宋朝,
广宁,燕山府,燕山府路,宋朝,
永清,燕山府,燕山府路,宋朝,
涿州,燕山府路,宋朝,,
范阳,涿州,燕山府路,宋朝,
归义,涿州,燕山府路,宋朝,
固安,涿州,燕山府路,宋朝,
新城,涿州,燕山府路,宋朝,
檀州,燕山府路,宋朝,,
密云,檀州,燕山府路,宋朝,
行唐,檀州,燕山府路,宋朝,
平州,燕山府路,宋朝,,
卢龙,平州,燕山府路,宋朝,
石城,平州,燕山府路,宋朝,
马城,平州,燕山府路,宋朝,
平州海岸海水,平州,燕山府路,宋朝,
易州,燕山府路,宋朝,,
满城,易州,燕山府路,宋朝,
易水,易州,燕山府路,宋朝,
容城,易州,燕山府路,宋朝,
易县,易州,燕山府路,宋朝,
涞水,易州,燕山府路,宋朝,
遂城,易州,燕山府路,宋朝,
营州,燕山府路,宋朝,,
柳城,营州,燕山府路,宋朝,
顺州,燕山府路,宋朝,,
怀柔,顺州,燕山府路,宋朝,
蓟州,燕山府路,宋朝,,
鱼阳,蓟州,燕山府路,宋朝,
三河,蓟州,燕山府路,宋朝,
玉田,蓟州,燕山府路,宋朝,
景州,燕山府路,宋朝,,
遵化,景州,燕山府路,宋朝,
河北西路,宋朝,,,
静安军节度,河北西路,宋朝,,
广信军,河北西路,宋朝,,
遂城,广信军,河北西路,宋朝,
顺安军,广信军,河北西路,宋朝,
高阳,顺安军,广信军,河北西路,宋朝
高阳,顺安军,广信军,河北西路,宋朝
高阳,广信军,河北西路,宋朝,
永宁军,河北西路,宋朝,,
博野,永宁军,河北西路,宋朝,
安肃军,河北西路,宋朝,,
保州,河北西路,宋朝,,
青苑,保州,河北西路,宋朝,
赵州,河北西路,宋朝,,
平棘,赵州,河北西路,宋朝,
宁晋,赵州,河北西路,宋朝,
昭庆,赵州,河北西路,宋朝,
隆平,赵州,河北西路,宋朝,
柏乡,赵州,河北西路,宋朝,
临城,赵州,河北西路,宋朝,
赞皇,赵州,河北西路,宋朝,
高邑,赵州,河北西路,宋朝,
邢州,河北西路,宋朝,,
龙冈,邢州,河北西路,宋朝,
邢台,邢州,河北西路,宋朝,
沙河,邢州,河北西路,宋朝,
内邱,邢州,河北西路,宋朝,
任县,邢州,河北西路,宋朝,
内丘,邢州,河北西路,宋朝,
南和,邢州,河北西路,宋朝,
尧山,邢州,河北西路,宋朝,
平乡,邢州,河北西路,宋朝,
巨鹿,邢州,河北西路,宋朝,
定州,河北西路,宋朝,,
蒲阴,定州,河北西路,宋朝,
无极,定州,河北西路,宋朝,
博野,定州,河北西路,宋朝,
义武军节度,定州,河北西路,宋朝,
定武军节度,定州,河北西路,宋朝,
陉邑,定州,河北西路,宋朝,
北平,定州,河北西路,宋朝,
新乐,定州,河北西路,宋朝,
望都,定州,河北西路,宋朝,
唐县,定州,河北西路,宋朝,
曲阳,定州,河北西路,宋朝,
安喜,定州,河北西路,宋朝,
通利军,河北西路,宋朝,,
卫县,通利军,河北西路,宋朝,
黎阳,通利军,河北西路,宋朝,
顺安军,河北西路,宋朝,,
高阳,顺安军,河北西路,宋朝,
高阳,顺安军,河北西路,宋朝,
静安军,河北西路,宋朝,,
下博,静安军,河北西路,宋朝,
濬州,河北西路,宋朝,,
安利军,河北西路,宋朝,,
威勇军,河北西路,宋朝,,
遂城,威勇军,河北西路,宋朝,
永定军,河北西路,宋朝,,
宁边军,河北西路,宋朝,,
博野,宁边军,河北西路,宋朝,
静戎军,河北西路,宋朝,,
安肃,静戎军,河北西路,宋朝,
保军,河北西路,宋朝,,
保塞州,河北西路,宋朝,,
宝塞,保塞州,河北西路,宋朝,
青苑,保塞州,河北西路,宋朝,
庆源府,河北西路,宋朝,,
祁州,河北西路,宋朝,,
深泽,祁州,河北西路,宋朝,
无极,祁州,河北西路,宋朝,
蒲阴,祁州,河北西路,宋朝,
鼓城,祁州,河北西路,宋朝,
磁州,河北西路,宋朝,,
釜阳,磁州,河北西路,宋朝,
邯郸,磁州,河北西路,宋朝,
武安,磁州,河北西路,宋朝,
昭义,磁州,河北西路,宋朝,
昭德,磁州,河北西路,宋朝,
深州,河北西路,宋朝,,
静安,深州,河北西路,宋朝,
安平,深州,河北西路,宋朝,
饶阳,深州,河北西路,宋朝,
武强,深州,河北西路,宋朝,
陆泽,深州,河北西路,宋朝,
下博,深州,河北西路,宋朝,
束鹿,深州,河北西路,宋朝,
乐寿,深州,河北西路,宋朝,
洺州,河北西路,宋朝,,
永年,洺州,河北西路,宋朝,
肥乡,洺州,河北西路,宋朝,
平恩,洺州,河北西路,宋朝,
曲周,洺州,河北西路,宋朝,
临洺,洺州,河北西路,宋朝,
曲周,洺州,河北西路,宋朝,
鸡泽,洺州,河北西路,宋朝,
卫州,河北西路,宋朝,,
共城,卫州,河北西路,宋朝,
新乡,卫州,河北西路,宋朝,
汲县,卫州,河北西路,宋朝,
获嘉,卫州,河北西路,宋朝,
卫县,卫州,河北西路,宋朝,
黎阳,卫州,河北西路,宋朝,
怀州,河北西路,宋朝,,
河内,怀州,河北西路,宋朝,
武德,怀州,河北西路,宋朝,
修武,怀州,河北西路,宋朝,
武陟,怀州,河北西路,宋朝,
获嘉,怀州,河北西路,宋朝,
信德府,河北西路,宋朝,,
安国军节度,信德府,河北西路,宋朝,
安国军节度,信德府,河北西路,宋朝,
中山州,河北西路,宋朝,,
相州,河北西路,宋朝,,
彰德军节度,相州,河北西路,宋朝,
邺县,相州,河北西路,宋朝,
永和,相州,河北西路,宋朝,
永定,相州,河北西路,宋朝,
林虑,相州,河北西路,宋朝,
临漳,相州,河北西路,宋朝,
荡阴,相州,河北西路,宋朝,
安阳,相州,河北西路,宋朝,
真定府,河北西路,宋朝,,
鼓城,真定府,河北西路,宋朝,
灵寿,真定府,河北西路,宋朝,
行唐,真定府,河北西路,宋朝,
获鹿,真定府,河北西路,宋朝,
束鹿,真定府,河北西路,宋朝,
平山,真定府,河北西路,宋朝,
井陉,真定府,河北西路,宋朝,
成德军节度,真定府,河北西路,宋朝,
九门,真定府,河北西路,宋朝,
石邑,真定府,河北西路,宋朝,
井陉,真定府,河北西路,宋朝,
元氏,真定府,河北西路,宋朝,
栾城,真定府,河北西路,宋朝,
槁城,真定府,河北西路,宋朝,
真定,真定府,河北西路,宋朝,
河北东路,宋朝,,,
魏州,河北东路,宋朝,,
元城,魏州,河北东路,宋朝,
莘县,魏州,河北东路,宋朝,
内黄,魏州,河北东路,宋朝,
洹水,魏州,河北东路,宋朝,
魏县,魏州,河北东路,宋朝,
馆陶,魏州,河北东路,宋朝,
临清,魏州,河北东路,宋朝,
永济,魏州,河北东路,宋朝,
宗城,魏州,河北东路,宋朝,
夏津,魏州,河北东路,宋朝,
清平,魏州,河北东路,宋朝,
冠氏,魏州,河北东路,宋朝,
经城,魏州,河北东路,宋朝,
朝城,魏州,河北东路,宋朝,
南乐,魏州,河北东路,宋朝,
博平,魏州,河北东路,宋朝,
大名,魏州,河北东路,宋朝,
成安,魏州,河北东路,宋朝,
朝城,魏州,河北东路,宋朝,
澶州,河北东路,宋朝,,
濮阳,澶州,河北东路,宋朝,
观城,澶州,河北东路,宋朝,
清丰,澶州,河北东路,宋朝,
朝城,澶州,河北东路,宋朝,
南乐,澶州,河北东路,宋朝,
清丰,澶州,河北东路,宋朝,
濮阳,澶州,河北东路,宋朝,
临河,澶州,河北东路,宋朝,
卫南,澶州,河北东路,宋朝,
观城,澶州,河北东路,宋朝,
顿丘,澶州,河北东路,宋朝,
沧州,河北东路,宋朝,,
保成军节度,沧州,河北东路,宋朝,
保顺军节度,沧州,河北东路,宋朝,
清池,沧州,河北东路,宋朝,
东光,沧州,河北东路,宋朝,
南皮,沧州,河北东路,宋朝,
横海军节度,沧州,河北东路,宋朝,
永安,沧州,河北东路,宋朝,
临津,沧州,河北东路,宋朝,
长芦,沧州,河北东路,宋朝,
饶安,沧州,河北东路,宋朝,
乐陵,沧州,河北东路,宋朝,
盐山,沧州,河北东路,宋朝,
无棣,沧州,河北东路,宋朝,
冀州,河北东路,宋朝,,
蓨县,冀州,河北东路,宋朝,
新河,冀州,河北东路,宋朝,
武邑,冀州,河北东路,宋朝,
衡水,冀州,河北东路,宋朝,
堂阳,冀州,河北东路,宋朝,
信都,冀州,河北东路,宋朝,
南宫,冀州,河北东路,宋朝,
枣强,冀州,河北东路,宋朝,
阜城,冀州,河北东路,宋朝,
安武军节度,冀州,河北东路,宋朝,
河间府,河北东路,宋朝,,
瀛海军节度,河间府,河北东路,宋朝,
博州,河北东路,宋朝,,
聊城,博州,河北东路,宋朝,
高唐,博州,河北东路,宋朝,
堂邑,博州,河北东路,宋朝,
博平,博州,河北东路,宋朝,
博平,博州,河北东路,宋朝,
棣州,河北东路,宋朝,,
厌次,棣州,河北东路,宋朝,
商河,棣州,河北东路,宋朝,
阳信,棣州,河北东路,宋朝,
莫州,河北东路,宋朝,,
任邱,莫州,河北东路,宋朝,
莫县,莫州,河北东路,宋朝,
长丰,莫州,河北东路,宋朝,
任丘,莫州,河北东路,宋朝,
雄州,河北东路,宋朝,,
雄州,雄州,河北东路,宋朝,
归信,雄州,河北东路,宋朝,
容城,雄州,河北东路,宋朝,
霸州,河北东路,宋朝,,
大城,霸州,河北东路,宋朝,
文安,霸州,河北东路,宋朝,
永清,霸州,河北东路,宋朝,
德州,河北东路,宋朝,,
德平,德州,河北东路,宋朝,
平原,德州,河北东路,宋朝,
将陵,德州,河北东路,宋朝,
安陵,德州,河北东路,宋朝,
安德,德州,河北东路,宋朝,
将陵,德州,河北东路,宋朝,
滨州,河北东路,宋朝,,
蒲台,滨州,河北东路,宋朝,
滨州海岸海水,滨州,河北东路,宋朝,
招安,滨州,河北东路,宋朝,
渤海,滨州,河北东路,宋朝,
贝州,河北东路,宋朝,,
清河,贝州,河北东路,宋朝,
武城,贝州,河北东路,宋朝,
历亭,贝州,河北东路,宋朝,
漳南,贝州,河北东路,宋朝,
清阳,贝州,河北东路,宋朝,
定远军,河北东路,宋朝,,
将陵,定远军,河北东路,宋朝,
东光,定远军,河北东路,宋朝,
阜城,定远军,河北东路,宋朝,
清州,河北东路,宋朝,,
Polu Jun,河北东路,宋朝,,
Polu Jun,Polu Jun,河北东路,宋朝,
信安军,Polu Jun,河北东路,宋朝,
平戎军,河北东路,宋朝,,
保定,平戎军,河北东路,宋朝,
保定军,平戎军,河北东路,宋朝,
德清军,河北东路,宋朝,,
德清军,德清军,河北东路,宋朝,
保顺军,河北东路,宋朝,,
保顺军,保顺军,河北东路,宋朝,
开德府,河北东路,宋朝,,
南乐,开德府,河北东路,宋朝,
朝城,开德府,河北东路,宋朝,
清丰,开德府,河北东路,宋朝,
